company_names,cars_names,engines,horsepower,total_speed,performance0__100_km_h,cars_prices,fuel_types,seats,torque,engine_cc,battery_capacity_kwh
Cadillac,CT5 Premium Luxury,2.0L Turbo Inline-4 Gasoline,237.0,240.0,6.8,41290.0,Petrol,5,350.0,2000.0,
Chevrolet,Spark,1.4L Inline-4 Gasoline,98.0,180.0,10.7,14595.0,Petrol,5,127.0,1400.0,
Chevrolet,Sonic,1.4L Turbo Inline-4 Gasoline,138.0,190.0,8.5,16720.0,Petrol,5,200.0,1400.0,
Chevrolet,Malibu,1.5L Turbo Inline-4 Gasoline,160.0,210.0,8.0,25000.0,Petrol,5,250.0,1500.0,
Chevrolet,Camaro,2.0L Turbo Inline-4 Gasoline,275.0,240.0,5.4,26400.0,Petrol,4,400.0,2000.0,
Chevrolet,Corvette,6.2L V8 Gasoline,495.0,312.0,3.0,65895.0,Petrol,2,637.0,6200.0,
Chevrolet,Traverse,3.6L V6 Gasoline,310.0,210.0,7.0,35915.0,Petrol,7,360.0,3600.0,
Chevrolet,Equinox,1.5L Turbo Inline-4 Gasoline,170.0,200.0,8.9,26600.0,Petrol,5,275.0,1500.0,
Chevrolet,Blazer,3.6L V6 Gasoline,308.0,220.0,6.6,44000.0,Petrol,5,366.0,3600.0,
Chevrolet,Tahoe,5.3L V8 Gasoline,355.0,200.0,7.5,56995.0,Petrol,7,519.0,5300.0,
Chevrolet,Suburban,5.3L V8 Gasoline,355.0,190.0,7.6,59900.0,Petrol,8,519.0,5300.0,
Chevrolet,Colorado,2.7L Turbo Inline-4 Gasoline,310.0,190.0,6.8,30695.0,Petrol,5,583.0,2700.0,
Chevrolet,Silverado 1500,5.3L V8 Gasoline,355.0,180.0,7.0,42795.0,Petrol,6,519.0,5300.0,
Chevrolet,Silverado 2500HD,6.6L V8 Gasoline,401.0,170.0,8.0,41500.0,Petrol,6,629.0,6600.0,
Chevrolet,Silverado 3500HD,6.6L V8 Diesel,445.0,160.0,8.5,45500.0,Diesel,6,1234.0,6600.0,
Chevrolet,Bolt EV,Single Electric Motor,200.0,150.0,6.5,27495.0,Electric,5,360.0,,66.0
Chevrolet,Bolt EUV,Single Electric Motor,200.0,150.0,7.0,28795.0,Electric,5,360.0,,66.0
Chevrolet,Trailblazer,1.3L Turbo Inline-3 Gasoline,155.0,200.0,9.4,23100.0,Petrol,5,236.0,1300.0,
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,250.0,240.0,5.8,33500.0,Petrol,5,353.0,2000.0,
Chevrolet,Camaro ZL1,6.2L Supercharged V8 Gasoline,650.0,318.0,3.5,67300.0,Petrol,4,881.0,6200.0,
Chevrolet,Corvette Stingray,6.2L V8 Gasoline,495.0,312.0,3.0,65895.0,Petrol,2,637.0,6200.0,
Chevrolet,Silverado 1500 High Country,5.3L V8 Gasoline,355.0,180.0,7.0,61595.0,Petrol,6,519.0,5300.0,
Chevrolet,Silverado 1500 Trail Boss,5.3L V8 Gasoline,355.0,180.0,7.0,55895.0,Petrol,6,519.0,5300.0,
Chevrolet,Silverado 1500 RST,5.3L V8 Gasoline,355.0,180.0,7.1,50895.0,Petrol,6,519.0,5300.0,
Chevrolet,Colorado ZR2,2.8L Turbo Diesel I4,181.0,160.0,9.1,48295.0,Diesel,5,500.0,2800.0,
Chevrolet,Traverse Premier,3.6L V6 Gasoline,310.0,210.0,7.0,46600.0,Petrol,7,360.0,3600.0,
Chevrolet,Equinox Premier,1.5L Turbo Inline-4 Gasoline,170.0,200.0,8.8,33400.0,Petrol,5,275.0,1500.0,
Chevrolet,Blazer RS,3.6L V6 Gasoline,308.0,220.0,6.6,48900.0,Petrol,5,366.0,3600.0,
Chevrolet,Bolt EV 2LT,Single Electric Motor,200.0,150.0,6.7,28795.0,Electric,5,360.0,,66.0
Chevrolet,Camaro SS,6.2L V8 Gasoline,455.0,290.0,4.3,43500.0,Petrol,4,617.0,6200.0,
Chevrolet,Corvette Grand Sport,6.2L V8 Gasoline,460.0,290.0,3.9,65900.0,Petrol,2,630.0,6200.0,
Chevrolet,Traverse RS,3.6L V6 Gasoline,310.0,210.0,7.0,43700.0,Petrol,7,360.0,3600.0,
Chevrolet,Blazer Premier,3.6L V6 Gasoline,308.0,220.0,6.6,45000.0,Petrol,5,366.0,3600.0,
Chevrolet,Malibu LT,1.5L Turbo Inline-4 Gasoline,160.0,210.0,8.5,25800.0,Petrol,5,250.0,1500.0,
Chevrolet,Spark Activ,1.4L Inline-4 Gasoline,98.0,180.0,11.0,17595.0,Petrol,5,127.0,1400.0,
Chevrolet,Trax LT,1.2L Turbo Inline-3 Gasoline,137.0,200.0,9.2,24100.0,Petrol,5,220.0,1200.0,
Chevrolet,Equinox LT,1.5L Turbo Inline-4 Gasoline,170.0,200.0,8.9,28400.0,Petrol,5,275.0,1500.0,
Chevrolet,Silverado 3500HD High Country,6.6L V8 Diesel,445.0,160.0,8.5,75700.0,Diesel,6,1234.0,6600.0,
Chevrolet,Colorado WT,2.7L Turbo Inline-4 Gasoline,310.0,190.0,6.9,29200.0,Petrol,5,583.0,2700.0,
Chevrolet,Suburban High Country,6.2L V8 Gasoline,420.0,200.0,7.0,82400.0,Petrol,8,624.0,6200.0,
Chevrolet,Silverado Custom,4.3L V6 Gasoline,285.0,180.0,8.5,33900.0,Petrol,6,413.0,4300.0,
Chevrolet,Spark LS,1.4L Inline-4 Gasoline,98.0,180.0,10.9,14395.0,Petrol,5,127.0,1400.0,
Chevrolet,Traverse LT,3.6L V6 Gasoline,310.0,210.0,7.1,37200.0,Petrol,7,360.0,3600.0,
Chevrolet,Blazer LT,2.5L Inline-4 Gasoline,193.0,200.0,9.0,36100.0,Petrol,5,255.0,2500.0,
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,250.0,240.0,5.8,34500.0,Petrol,5,353.0,2000.0,
Chevrolet,Equinox RS,1.5L Turbo Inline-4 Gasoline,170.0,200.0,8.8,31900.0,Petrol,5,275.0,1500.0,
Chevrolet,Silverado 1500 Custom,4.3L V6 Gasoline,285.0,180.0,8.6,34900.0,Petrol,6,413.0,4300.0,
Chevrolet,Silverado 2500HD LTZ,6.6L V8 Diesel,445.0,160.0,8.4,56400.0,Diesel,6,1234.0,6600.0,
Chevrolet,Tahoe RST,5.3L V8 Gasoline,355.0,180.0,7.4,64100.0,Petrol,7,519.0,5300.0,
Chevrolet,Suburban LT,5.3L V8 Gasoline,355.0,180.0,5.1,64400.0,Petrol,8,519.0,5300.0,
Chevrolet,Bolt EV Premier,Single Electric Motor,200.0,150.0,6.5,31700.0,Electric,5,360.0,,66.0
Chevrolet,Tahoe LS,5.3L V8 Gasoline,355.0,180.0,7.5,56995.0,Petrol,8,519.0,5300.0,
Chevrolet,Tahoe LT,5.3L V8 Gasoline,355.0,180.0,7.4,62495.0,Petrol,8,519.0,5300.0,
Chevrolet,Tahoe Z71,5.3L V8 Gasoline,355.0,180.0,7.6,66700.0,Petrol,7,519.0,5300.0,
Chevrolet,Tahoe Premier,6.2L V8 Gasoline,420.0,200.0,6.8,71600.0,Petrol,7,624.0,6200.0,
Chevrolet,Tahoe High Country,6.2L V8 Gasoline,420.0,200.0,6.7,76700.0,Petrol,7,624.0,6200.0,
Chevrolet,Tahoe Midnight Edition,5.3L V8 Gasoline,355.0,180.0,7.5,65500.0,Petrol,8,519.0,5300.0,
Chevrolet,Tahoe Sport Edition,6.2L V8 Gasoline,420.0,200.0,6.8,70000.0,Petrol,7,624.0,6200.0,
GMC,Terrain,1.5L Turbo 4-cylinder,175.0,190.0,9.5,29900.0,Petrol,5,275.0,1500.0,
GMC,Acadia,2.0L Turbo 4-cylinder,228.0,200.0,7.8,36800.0,Petrol,7,350.0,2000.0,
GMC,Yukon,5.3L V8 Gasoline,355.0,180.0,7.4,57400.0,Petrol,8,519.0,5300.0,
GMC,Yukon XL,6.2L V8 Gasoline,420.0,200.0,6.9,61100.0,Petrol,8,624.0,6200.0,
GMC,Canyon,2.7L Turbo 4-cylinder,310.0,190.0,7.6,36900.0,Petrol,5,583.0,2700.0,
GMC,Sierra 1500,5.3L V8 Gasoline,355.0,180.0,7.3,37100.0,Petrol,6,519.0,5300.0,
GMC,Sierra 2500HD,6.6L V8 Diesel,401.0,175.0,7.5,43900.0,Diesel,6,629.0,6600.0,
GMC,Sierra 3500HD,6.6L V8 Diesel,445.0,175.0,7.4,49000.0,Diesel,6,1234.0,6600.0,
GMC,Hummer EV Pickup,Dual-Motor Electric,625.0,170.0,3.0,108700.0,Electric,5,,,212.0
GMC,Hummer EV SUV,Dual-Motor Electric,625.0,170.0,3.5,105600.0,Electric,5,,,212.0
GMC,Yukon Denali,6.2L V8 Gasoline,420.0,200.0,6.8,72800.0,Petrol,8,624.0,6200.0,
GMC,Sierra Denali,6.2L V8 Gasoline,420.0,190.0,6.7,66800.0,Petrol,6,624.0,6200.0,
GMC,Terrain AT4,1.5L Turbo 4-cylinder,175.0,190.0,9.6,36500.0,Petrol,5,275.0,1500.0,
GMC,Acadia AT4,3.6L V6 Gasoline,310.0,210.0,7.6,41400.0,Petrol,6,366.0,3600.0,
GMC,Sierra 1500 AT4,5.3L V8 Gasoline,355.0,180.0,7.4,53800.0,Petrol,6,519.0,5300.0,
GMC,Sierra 2500HD Denali,6.6L V8 Diesel,401.0,175.0,7.5,72200.0,Diesel,6,1234.0,6600.0,
GMC,Sierra Elevation,2.7L Turbo 4-cylinder,310.0,190.0,7.6,45000.0,Petrol,5,583.0,2700.0,
GMC,Canyon AT4,2.7L Turbo 4-cylinder,310.0,190.0,7.5,43900.0,Petrol,5,583.0,2700.0,
GMC,Canyon Denali,2.7L Turbo 4-cylinder,310.0,190.0,7.5,48000.0,Petrol,5,583.0,2700.0,
GMC,Yukon XL Denali Ultimate,6.2L V8 Gasoline,420.0,200.0,6.7,93800.0,Petrol,8,624.0,6200.0,
GMC,Terrain Denali,1.5L Turbo 4-cylinder,175.0,190.0,9.5,38600.0,Petrol,5,275.0,1500.0,
GMC,Acadia Denali,3.6L V6 engine,310.0,210.0,6.5,54300.0,Petrol,7,366.0,3564.0,
GMC,Yukon AT4,5.3L V8 engine,355.0,210.0,7.1,71505.0,Petrol,8,519.0,5327.0,
GMC,Yukon XL AT4,5.3L V8 engine,355.0,210.0,7.3,73305.0,Petrol,8,519.0,5327.0,
GMC,Sierra 1500 Elevation,2.7L Turbo engine,310.0,180.0,7.0,52000.0,Petrol,5,569.0,2713.0,
GMC,Sierra 1500 SLT,5.3L V8 engine,355.0,180.0,6.8,56000.0,Petrol,5,519.0,5327.0,
GMC,Sierra 2500HD AT4,6.6L V8 engine,401.0,170.0,7.5,70000.0,Petrol,5,629.0,6600.0,
GMC,Sierra 3500HD AT4,6.6L V8 engine,401.0,170.0,7.7,72000.0,Petrol,5,629.0,6600.0,
GMC,Canyon Elevation,2.5L I4 engine,200.0,175.0,8.5,36300.0,Petrol,5,259.0,2488.0,
GMC,Canyon Denali Black Edition,3.6L V6 engine,308.0,180.0,6.9,44000.0,Petrol,5,373.0,3564.0,
GMC,Sierra 1500 Denali Ultimate,6.2L V8 engine,420.0,200.0,5.8,80000.0,Petrol,5,624.0,6162.0,
GMC,Yukon XL Denali Reserve,6.2L V8 engine,420.0,210.0,6.0,82000.0,Petrol,7,624.0,6162.0,
GMC,Terrain Elevation Edition,1.5L Turbocharged I4 engine,170.0,200.0,9.3,28700.0,Petrol,5,275.0,1490.0,
GMC,Acadia Black Edition,3.6L V6 engine,310.0,210.0,6.5,45000.0,Petrol,7,366.0,3564.0,
GMC,Hummer EV SUV Edition 1,"Electric motors with up to 11,500 lb-ft torque",830.0,170.0,3.5,96550.0,Electric,5,15590.0,,200.0
GMC,Hummer EV Pickup Edition 1,"Electric motors with up to 11,500 lb-ft torque",1000.0,170.0,3.0,96550.0,Electric,5,15590.0,,200.0
GMC,Sierra Denali CarbonPro,6.2L V8 engine,420.0,200.0,5.8,65000.0,Petrol,5,624.0,6162.0,
GMC,Yukon Denali Performance,6.2L V8 engine,420.0,210.0,6.0,76805.0,Petrol,8,624.0,6162.0,
GMC,Sierra 2500HD Denali Black Edition,6.6L V8 engine,401.0,170.0,7.5,75000.0,Petrol,5,629.0,6600.0,
GMC,Canyon AT4X,3.6L V6 engine,308.0,180.0,6.9,50000.0,Petrol,5,373.0,3564.0,
GMC,Yukon XL SLT,5.3L V8 engine,355.0,210.0,7.3,65000.0,Petrol,8,519.0,5327.0,
GMC,Sierra 1500 Pro,4.3L V6 engine,285.0,180.0,7.5,37700.0,Petrol,3,413.0,4300.0,
GMC,Sierra 2500HD Pro,6.6L V8 engine,401.0,170.0,7.7,60000.0,Petrol,3,629.0,6600.0,
GMC,Sierra 3500HD Pro,6.6L V8 engine,401.0,170.0,7.8,62000.0,Petrol,3,629.0,6600.0,
GMC,Terrain SLT,1.5L Turbocharged I4 engine,170.0,200.0,9.4,31000.0,Petrol,5,275.0,1490.0,
GMC,Acadia SLE,3.6L V6 engine,310.0,210.0,6.6,40000.0,Petrol,7,366.0,3564.0,
GMC,Canyon SLT,2.5L I4 engine,200.0,175.0,8.6,38000.0,Petrol,5,259.0,2488.0,
GMC,Yukon XL Elevation,5.3L V8 engine,355.0,210.0,7.4,75000.0,Petrol,8,519.0,5327.0,
GMC,Sierra 1500 AT4X,6.2L V8 engine,420.0,200.0,5.9,82000.0,Petrol,5,624.0,6162.0,
GMC,Hummer EV SUV Extreme Off-Road,"Electric motors with up to 11,500 lb-ft torque",830.0,170.0,3.6,110000.0,Electric,5,15590.0,,200.0
GMC,Sierra EV Denali,Electric motors with advanced AWD,754.0,170.0,4.5,108700.0,Electric,5,1064.0,,200.0
GMC,Hummer EV Omega Edition,"Electric motors with up to 11,500 lb-ft torque",1000.0,170.0,3.0,112700.0,Electric,5,15590.0,,200.0
GMC,Canyon AT4X Edition 1,3.6L V6 engine,308.0,180.0,6.8,55000.0,Petrol,5,373.0,3564.0,
GMC,Yukon Denali Ultimate Black,6.2L V8 engine,420.0,210.0,6.0,90000.0,Petrol,8,624.0,6162.0,
GMC,Sierra HD Denali Reserve,6.6L V8 engine,401.0,170.0,7.5,85000.0,Petrol,5,629.0,6600.0,
GMC,Acadia Denali Ultimate,3.6L V6 engine,310.0,210.0,6.5,60000.0,Petrol,7,366.0,3564.0,
GMC,Terrain All-Terrain Edition,1.5L Turbocharged I4 engine,170.0,200.0,9.3,35000.0,Petrol,5,275.0,1490.0,
GMC,Yukon Trailering Edition,5.3L V8 engine,355.0,210.0,7.5,78000.0,Petrol,8,519.0,5327.0,
GMC,Hummer EV Adventure Series,"Electric motors with up to 11,500 lb-ft torque",830.0,170.0,3.6,105000.0,Electric,5,15590.0,,200.0
Kia,Rio,1.6L 4-Cylinder,120.0,180.0,10.3,17000.0,Petrol,5,151.0,1591.0,
Kia,Rio 5-Door,1.6L 4-Cylinder,120.0,180.0,10.3,18000.0,Petrol,5,151.0,1591.0,
Kia,Seltos Nightfall Edition,1.6L Turbocharged 4-Cylinder,175.0,210.0,7.5,28000.0,Petrol,5,264.0,1591.0,
Peugeot,508 PSE (Peugeot Sport Engineered),Hybrid I4 + Electric Motor,360.0,250.0,5.2,55000.0,Hybrid,5,520.0,1599.0,
Kia,Sorento X-Line,2.5L Turbocharged 4-Cylinder,277.0,220.0,7.0,42000.0,Petrol,7,421.0,2500.0,
Kia,Telluride SX,3.8L V6,291.0,240.0,7.0,50000.0,Petrol,7,355.0,3778.0,
Kia,Forte LXS,2.0L 4-Cylinder,147.0,190.0,9.2,19000.0,Petrol,5,179.0,1999.0,
Kia,K5 EX,1.6L Turbocharged 4-Cylinder,180.0,220.0,7.8,28500.0,Petrol,5,264.0,1591.0,
Kia,Niro Plug-In Hybrid,1.6L 4-Cylinder Hybrid,139.0,180.0,10.5,33000.0,Hybrid,5,265.0,1591.0,
Kia,EV6 Wind,Electric Motor,225.0,190.0,5.2,50000.0,Electric,5,350.0,,77.4
Kia,Soul Turbo,1.6L Turbocharged 4-Cylinder,201.0,200.0,6.5,28000.0,Petrol,5,264.0,1591.0,
Kia,Seltos SX,1.6L Turbocharged 4-Cylinder,175.0,210.0,7.5,28500.0,Petrol,5,264.0,1591.0,
Kia,Stinger Scorpion Edition,2.5L Turbocharged 4-Cylinder,300.0,270.0,5.0,55000.0,Petrol,5,422.0,2500.0,
Kia,Sorento Hybrid SX Prestige,1.6L Hybrid Turbocharged 4-Cylinder,227.0,200.0,7.9,47000.0,Hybrid,7,352.0,1591.0,
Kia,Carnival EX,3.5L V6,290.0,220.0,8.0,42500.0,Petrol,8,355.0,3500.0,
Kia,Telluride Nightfall Edition,3.8L V6,291.0,240.0,7.0,51000.0,Petrol,7,355.0,3778.0,
Peugeot,508 Plug-In Hybrid,Hybrid I4 + Electric Motor,225.0,210.0,7.5,44000.0,Hybrid,5,360.0,1598.0,
Kia,EV6 First Edition,Electric Motor,320.0,230.0,5.0,58000.0,Electric,5,450.0,,77.4
Kia,Niro Touring,1.6L 4-Cylinder Hybrid,139.0,180.0,10.5,33000.0,Hybrid,5,265.0,1591.0,
Kia,Forte GT-Line,1.6L Turbocharged 4-Cylinder,201.0,200.0,6.5,25000.0,Petrol,5,264.0,1591.0,
Kia,Seltos EX,2.0L 4-Cylinder,146.0,190.0,9.0,23500.0,Petrol,5,179.0,1999.0,
Peugeot,3008 Plug-In Hybrid,Hybrid I4 + Electric Motor,225.0,210.0,7.0,42000.0,Hybrid,5,360.0,1598.0,
Kia,Sorento LX,2.5L 4-Cylinder,191.0,210.0,8.5,35500.0,Petrol,7,246.0,2500.0,
Kia,Telluride EX,3.8L V6,291.0,240.0,7.0,44000.0,Petrol,7,355.0,3778.0,
Kia,Soul EX,2.0L 4-Cylinder,147.0,190.0,9.5,22000.0,Petrol,5,179.0,1999.0,
Kia,Forte FE,2.0L 4-Cylinder,147.0,190.0,9.2,18500.0,Petrol,5,179.0,1999.0,
Kia,K5 GT-Line,1.6L Turbocharged 4-Cylinder,180.0,220.0,7.8,29000.0,Petrol,5,264.0,1591.0,
Kia,Carnival LXS,3.5L V6,290.0,220.0,8.0,39500.0,Petrol,8,355.0,3500.0,
Kia,EV6 Light,Electric Motor,225.0,190.0,5.2,46000.0,Electric,5,350.0,,77.4
Kia,Niro EX,1.6L 4-Cylinder Hybrid,139.0,180.0,10.5,30000.0,Hybrid,5,265.0,1591.0,
Kia,Stinger GT,3.3L Turbocharged V6,365.0,270.0,4.7,51500.0,Petrol,5,510.0,3300.0,
Kia,Sorento SX Prestige,2.5L Hybrid Turbocharged 4-Cylinder,227.0,200.0,7.9,48000.0,Hybrid,7,352.0,1591.0,
Kia,Telluride SX Prestige,3.8L V6,291.0,240.0,7.0,52000.0,Petrol,7,355.0,3778.0,
Peugeot,508 Hybrid4,Hybrid I4 + Electric Motor,300.0,235.0,6.0,47000.0,Hybrid,5,520.0,1598.0,
Kia,EV6 GT Performance,Electric Motor,577.0,260.0,3.5,65000.0,Electric,5,740.0,,77.4
Kia,Niro SX Touring,1.6L 4-Cylinder Hybrid,139.0,180.0,10.5,34500.0,Hybrid,5,265.0,1591.0,
Kia,Carnival SX Prestige,3.5L V6,290.0,220.0,8.0,47000.0,Petrol,8,355.0,3500.0,
Kia,Seltos SX Turbo,1.6L Turbocharged 4-Cylinder,175.0,210.0,7.5,32000.0,Petrol,5,264.0,1591.0,
Kia,Forte EX Premium,2.0L 4-Cylinder,147.0,190.0,9.2,22500.0,Petrol,5,179.0,1999.0,
Kia,Soul EX Designer Edition,2.0L 4-Cylinder,147.0,190.0,9.5,23500.0,Petrol,5,179.0,1999.0,
Kia,Rio S,1.6L 4-Cylinder,120.0,180.0,10.3,17500.0,Petrol,5,151.0,1591.0,
Kia,Rio 5-Door S,1.6L 4-Cylinder,120.0,180.0,10.3,18000.0,Petrol,5,151.0,1591.0,
Kia,Soul S,2.0L 4-Cylinder,147.0,190.0,9.5,20500.0,Petrol,5,179.0,1999.0,
Kia,Seltos LX,2.0L 4-Cylinder,146.0,190.0,9.2,23000.0,Petrol,5,179.0,1999.0,
Peugeot,3008 Hybrid4,Hybrid I4+ Electric Motor,300.0,235.0,6.0,45000.0,Hybrid,5,520.0,1599.0,
Kia,Sorento Hybrid EX,1.6L Hybrid Turbocharged 4-Cylinder,227.0,200.0,7.9,47000.0,Hybrid,7,352.0,1591.0,
Kia,Telluride LX,3.8L V6,291.0,240.0,7.0,41500.0,Petrol,7,355.0,3778.0,
Kia,Carnival MPV EX,3.5L V6,290.0,220.0,8.0,43500.0,Petrol,8,355.0,3500.0,
Kia,EV6 AWD GT-Line,Electric Motor,320.0,230.0,5.0,60000.0,Electric,5,450.0,,77.4
Kia,Forte GT Turbo,1.6L Turbocharged 4-Cylinder,201.0,200.0,6.5,25500.0,Petrol,5,264.0,1591.0,
Kia,Soul GT Designer Edition,2.0L 4-Cylinder,147.0,190.0,9.5,23000.0,Petrol,5,179.0,1999.0,
Kia,Seltos X-Line Turbo,1.6L Turbocharged 4-Cylinder,175.0,210.0,7.5,30000.0,Petrol,5,264.0,1591.0,
Peugeot,e-2008 GT,Electric Motor,136.0,200.0,8.5,40000.0,Electric,5,260.0,,50.0
Kia,Telluride Limited Edition,3.8L V6,291.0,240.0,7.0,53000.0,Petrol,7,355.0,3778.0,
Kia,Stinger GT-Line,2.5L Turbocharged 4-Cylinder,300.0,270.0,5.0,50000.0,Petrol,5,422.0,2500.0,
Kia,Carnival Special Edition,3.5L V6,290.0,220.0,8.0,45500.0,Petrol,8,355.0,3500.0,
Kia,Niro SX Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,139.0,180.0,10.5,36000.0,Hybrid,5,265.0,1591.0,
Kia,EV6 First Edition AWD,Electric Motor,320.0,230.0,5.0,62000.0,Electric,5,450.0,,77.4
Kia,Sorento X-Pro Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,227.0,200.0,7.8,49000.0,Hybrid,7,352.0,1591.0,
Kia,Forte Limited Edition,2.0L 4-Cylinder,147.0,190.0,9.2,22500.0,Petrol,5,179.0,1999.0,
Bugatti,Chiron,8.0L Quad-Turbo W16,1500.0,420.0,2.5,3000000.0,Petrol,2,1600.0,7993.0,
Bugatti,Chiron Pur Sport,8.0L Quad-Turbo W16,1500.0,350.0,2.3,3300000.0,Petrol,2,1600.0,7993.0,
Bugatti,Chiron Super Sport,8.0L Quad-Turbo W16,1600.0,490.0,2.4,3500000.0,Petrol,2,1600.0,7993.0,
Bugatti,Chiron Sport,8.0L Quad-Turbo W16,1500.0,420.0,2.4,3300000.0,Petrol,2,1600.0,7993.0,
Bugatti,Chiron Noire,8.0L Quad-Turbo W16,1500.0,420.0,2.5,3300000.0,Petrol,2,1600.0,7993.0,
Bugatti,Divo,8.0L Quad-Turbo W16,1500.0,380.0,2.4,5800000.0,Petrol,2,1600.0,7993.0,
Bugatti,Centodieci,8.0L Quad-Turbo W16,1600.0,380.0,2.4,9000000.0,Petrol,2,1600.0,7993.0,
Bugatti,La Voiture Noire,8.0L Quad-Turbo W16,1500.0,420.0,2.5,18000000.0,Petrol,2,1600.0,7993.0,
Bugatti,Bolide,8.0L Quad-Turbo W16,1850.0,500.0,2.2,4500000.0,Petrol,2,1600.0,7993.0,
Bugatti,Mistral,8.0L Quad-Turbo W16,1600.0,420.0,2.4,5000000.0,Petrol,2,1600.0,7993.0,
Volvo,Volvo FH,13.0L I6 Turbo Diesel,540.0,120.0,15.0,120000.0,Diesel,2,2600.0,13000.0,
Volvo,Volvo FH16,16.1L I6 Turbo Diesel,750.0,120.0,14.5,160000.0,Diesel,2,3500.0,16100.0,
Volvo,Volvo FM,12.8L I6 Turbo Diesel,460.0,110.0,16.0,100000.0,Diesel,2,2200.0,12800.0,
Volvo,Volvo FMX,13.0L I6 Turbo Diesel,500.0,110.0,16.5,110000.0,Diesel,2,2500.0,13000.0,
Volvo,Volvo VNL,12.8L I6 Turbo Diesel,500.0,120.0,15.0,125000.0,Diesel,2,2400.0,12800.0,
Volvo,Volvo VNR,12.8L I6 Turbo Diesel,400.0,110.0,17.0,95000.0,Diesel,2,1800.0,12800.0,
Volvo,Volvo VHD,12.8L I6 Turbo Diesel,500.0,100.0,18.0,120000.0,Diesel,2,2500.0,12800.0,
Volvo,Volvo FE,7.7L I6 Turbo Diesel,280.0,90.0,20.0,85000.0,Diesel,2,1200.0,7700.0,
Volvo,Volvo FL,5.1L I4 Turbo Diesel,180.0,80.0,22.0,75000.0,Diesel,2,800.0,5100.0,
Jaguar Land Rover,Jaguar F-Type,V6,335.0,,5.1,70000.0,Petrol,2,450.0,2995.0,
Jaguar Land Rover,Jaguar XE,I4 Petrol,250.0,250.0,6.5,45000.0,Petrol,5,365.0,1999.0,
Jaguar Land Rover,Jaguar XF,I4 Petrol,250.0,250.0,6.5,50000.0,Petrol,5,365.0,1999.0,
Jaguar Land Rover,Jaguar XJ,V6 Petrol,300.0,250.0,6.0,85000.0,Petrol,5,400.0,2995.0,
Jaguar Land Rover,Jaguar E-PACE,I4 Petrol,200.0,230.0,7.0,50000.0,Petrol,5,430.0,1999.0,
Jaguar Land Rover,Jaguar I-PACE,Electric (Dual Motor),400.0,200.0,4.8,70000.0,Electric,5,696.0,,90.0
Jaguar Land Rover,Jaguar F-PACE - I4 Petrol,I4 Petrol,250.0,,7.2,55000.0,Petrol,5,365.0,1999.0,
Jaguar Land Rover,Jaguar F-PACE - V6 Petrol,V6 Petrol,340.0,,5.4,65000.0,Petrol,5,480.0,2995.0,
Jaguar Land Rover,Jaguar X-TYPE,I4 Petrol,160.0,215.0,9.0,40000.0,Petrol,5,215.0,1998.0,
Jaguar Land Rover,Jaguar F-PACE R-Dynamic,I4 Petrol,340.0,,5.4,65000.0,Petrol,5,480.0,1999.0,
Jaguar Land Rover,Jaguar XE R-Dynamic,I4 Petrol,340.0,250.0,5.4,60000.0,Petrol,5,450.0,1999.0,
Jaguar Land Rover,Jaguar F-Type SVR,V8 Petrol,575.0,320.0,3.7,120000.0,Petrol,2,700.0,5000.0,
Jaguar Land Rover,Jaguar I-PACE Electric Performance,Electric (Dual Motor),400.0,200.0,4.5,85000.0,Electric,5,696.0,,90.0
Jaguar Land Rover,Jaguar F-PACE SVR,V8 Petrol,550.0,283.0,4.0,85000.0,Petrol,5,700.0,5000.0,
Jaguar Land Rover,Jaguar XE S,I4 Petrol,340.0,250.0,5.3,55000.0,Petrol,5,450.0,1999.0,
Jaguar Land Rover,Jaguar XF R-Dynamic,I4 Petrol,340.0,,5.4,65000.0,Petrol,5,480.0,1999.0,
Jaguar Land Rover,Jaguar XJ LWB (Long Wheelbase),V6 Petrol,300.0,250.0,6.0,90000.0,Petrol,5,400.0,2995.0,
Jaguar Land Rover,Jaguar F-Type Heritage Edition,V8 Petrol,550.0,300.0,3.9,110000.0,Petrol,2,680.0,5000.0,
Jaguar Land Rover,Jaguar E-PACE S,I4 Petrol,200.0,230.0,7.0,50000.0,Petrol,5,430.0,1999.0,
Jaguar Land Rover,Jaguar I-PACE HSE,Electric (Dual Motor),400.0,200.0,4.5,90000.0,Electric,5,696.0,,90.0
Jaguar Land Rover,Jaguar F-Type V8 R,V8 Petrol,550.0,300.0,3.9,100000.0,Petrol,2,680.0,5000.0,
Jaguar Land Rover,Jaguar F-Type R-Dynamic,I4 Petrol,300.0,,5.1,70000.0,Petrol,2,400.0,1999.0,
Jaguar Land Rover,Jaguar XE P300 R-Dynamic,I4 Petrol,300.0,250.0,5.5,55000.0,Petrol,5,400.0,1999.0,
Jaguar Land Rover,Jaguar XF Sportbrake,I4 Petrol,250.0,,6.5,60000.0,Petrol,5,400.0,1999.0,
Jaguar Land Rover,Jaguar I-PACE EV400 HSE,Electric (Dual Motor),400.0,200.0,4.5,85000.0,Electric,5,696.0,,90.0
